size,count,normal
3,1,they call it
3,1,call it an
3,1,it an increase
3,1,an increase in
3,1,increase in the
3,1,in the deficit
3,1,the deficit he
3,1,deficit he said
3,1,he said johnson
3,1,said johnson rejects
3,1,johnson rejects the
3,1,rejects the separation
3,1,the separation of
3,1,and state in
3,1,state in our
3,1,in our government
3,1,our government saying
3,1,government saying that
3,1,saying that the
3,1,that the framers
3,1,the framers idea
3,1,framers idea clearly
3,1,idea clearly did
3,1,clearly did not
3,1,did not mean...to
3,1,not mean...to keep
3,1,mean...to keep religion
3,1,keep religion from
3,1,religion from influencing
3,1,from influencing issues
3,1,influencing issues of
3,1,issues of civil
3,1,of civil government
3,1,to the contrary
3,1,the contrary it
3,1,contrary it was
3,1,it was meant
3,1,was meant to
3,1,meant to keep
3,1,to keep the
3,1,keep the federal
3,1,federal government from
3,1,government from impeding
3,1,from impeding the
3,1,impeding the religious
3,1,the religious practice
3,1,religious practice of
3,1,practice of citizens
3,1,the founders wanted
3,1,founders wanted to
3,1,wanted to protect
3,1,to protect the
3,1,protect the church
3,1,the church from
3,1,church from an
3,1,from an encroaching
3,1,an encroaching state
3,1,encroaching state not
3,1,state not the
3,1,not the other
3,1,the other way
3,1,other way around
3,1,way around actually
3,1,around actually james
3,1,actually james madison
3,1,james madison of
3,1,madison of virginia
3,1,of virginia the
3,1,virginia the key
3,1,the key thinker
3,1,key thinker behind
3,1,thinker behind the
3,1,behind the constitution
3,1,the constitution had
3,1,constitution had quite
3,1,had quite a
3,1,quite a lot
3,1,a lot to
3,1,lot to say
3,1,to say about
3,1,say about why
3,1,about why the
3,1,why the government
3,1,the government and
3,1,government and religion
3,1,and religion must
3,1,religion must be
3,1,must be kept
3,1,be kept apart
3,1,in 1772 when
3,1,1772 when he
3,1,when he was
3,1,he was 21
3,1,was 21 madison
3,1,21 madison watched
3,1,madison watched as
3,1,watched as virginia
3,1,as virginia arrested
3,1,virginia arrested itinerant
3,1,arrested itinerant preachers
3,1,itinerant preachers for
3,1,preachers for attacking
3,1,for attacking the
3,1,attacking the established
3,1,the established church
3,1,established church in
3,1,church in the
3,1,in the state
3,1,he was no
3,1,was no foe
3,1,no foe of
3,1,foe of religion
3,1,of religion but
3,1,religion but by
3,1,but by the
3,1,by the next
3,1,the next year
3,1,next year he
3,1,year he had
3,1,he had begun
3,1,had begun to
3,1,begun to question
3,1,to question whether
3,1,question whether established
3,1,whether established religion
3,1,established religion which
3,1,religion which was
3,1,which was common
3,1,was common in
3,1,common in the
3,1,in the colonies
3,1,the colonies was
3,1,colonies was good
3,1,was good for
3,1,good for society
3,1,by 1776 many
3,1,1776 many of
3,1,of his broad
3,1,his broad thinking
3,1,broad thinking neighbors
3,1,thinking neighbors had
3,1,neighbors had come
3,1,come to believe
3,1,believe that society
3,1,that society should
3,1,society should tolerate
3,1,should tolerate different
3,1,tolerate different religious
3,1,different religious practices
3,1,religious practices he
3,1,practices he had
3,1,he had moved
3,1,had moved past
3,1,moved past tolerance
3,1,past tolerance to
3,1,tolerance to the
3,1,to the belief
3,1,the belief that
3,1,belief that men
3,1,that men had
3,1,men had a
3,1,a right of
3,1,in that year
3,1,that year he
3,1,year he was
3,1,he was instrumental
3,1,was instrumental in
3,1,instrumental in putting
3,1,in putting section
3,1,putting section 16
3,1,section 16 into
3,1,16 into the
3,1,into the virginia
3,1,the virginia declaration
3,1,virginia declaration of
3,1,declaration of rights
3,1,of rights on
3,1,rights on which
3,1,on which our
3,1,which our own
3,1,our own bill
3,1,own bill of
3,1,bill of rights
3,1,of rights the
3,1,rights the first
3,1,the first ten
3,1,first ten amendments
3,1,ten amendments to
3,1,amendments to the
3,1,the constitution would
3,1,constitution would be
3,1,would be based
3,1,it reads that
3,1,reads that religion
3,1,that religion or
3,1,religion or the
3,1,or the duty
3,1,the duty which
3,1,duty which we
3,1,which we owe
3,1,we owe to
3,1,owe to our
3,1,to our creator
3,1,our creator and
3,1,creator and the
3,1,and the manner
3,1,the manner of
3,1,manner of discharging
3,1,of discharging it
3,1,discharging it can
3,1,it can be
3,1,can be directed
3,1,be directed only
3,1,directed only by
3,1,only by reason
3,1,by reason and
3,1,reason and conviction
3,1,and conviction not
3,1,conviction not by
3,1,not by force
3,1,by force or
3,1,force or violence
3,1,or violence and
3,1,violence and therefore
3,1,and therefore all
3,1,therefore all men
3,1,men are equally
3,1,are equally entitled
3,1,equally entitled to
3,1,entitled to the
3,1,to the free
3,1,free exercise of
3,1,exercise of religion
3,1,of religion according
3,1,religion according to
3,1,according to the
3,1,to the dictates
3,1,the dictates of
3,1,dictates of conscience
3,1,of conscience and
3,1,conscience and that
3,1,and that it
3,1,is the mutual
3,1,the mutual duty
3,1,mutual duty of
3,1,duty of all
3,1,of all to
3,1,all to practice
3,1,to practice christian
3,1,practice christian forbearance
3,1,christian forbearance love
3,1,forbearance love and
3,1,love and charity
3,1,and charity toward
3,1,charity toward each
3,1,toward each other
3,1,each other in
3,1,other in 1785
3,1,in 1785 in
3,1,1785 in a
3,1,in a memorial
3,1,a memorial and
3,1,memorial and remonstrance
3,1,and remonstrance against
3,1,remonstrance against religious
3,1,against religious assessments
3,1,religious assessments madison
3,1,assessments madison explained
3,1,madison explained that
3,1,explained that what
3,1,that what was
3,1,what was at
3,1,was at stake
3,1,at stake was
3,1,stake was not
3,1,was not just
3,1,not just religion
3,1,just religion but
3,1,religion but also
3,1,but also representative
3,1,also representative government
3,1,representative government itself
3,1,the establishment of
3,1,establishment of one
3,1,of one religion
3,1,one religion over
3,1,religion over others
3,1,over others attacked
3,1,others attacked a
3,1,attacked a fundamental
3,1,a fundamental human
3,1,fundamental human right
3,1,human right an
3,1,right an unalienable
3,1,an unalienable right
3,1,unalienable right of
3,1,if lawmakers could
3,1,lawmakers could destroy
3,1,could destroy the
3,1,destroy the right
3,1,right of freedom
3,1,of freedom of
3,1,freedom of conscience
3,1,of conscience they
3,1,conscience they could
3,1,they could destroy
3,1,could destroy all
3,1,destroy all other
3,1,all other unalienable
3,1,other unalienable rights
3,1,those in charge
3,1,charge of government
3,1,of government could
3,1,government could throw
3,1,could throw representative
3,1,throw representative government
3,1,representative government out
3,1,government out the
3,1,out the window
3,1,the window and
3,1,window and make
3,1,and make themselves
3,1,make themselves tyrants
3,1,madison believed that
3,1,believed that a
3,1,variety of religious
3,1,of religious sects
3,1,religious sects would
3,1,sects would balance
3,1,would balance each
3,1,balance each other
3,1,each other out
3,1,other out keeping
3,1,out keeping the
3,1,keeping the new
3,1,the new nation
3,1,new nation free
3,1,nation free of
3,1,free of the
3,1,of the religious
3,1,the religious violence
3,1,religious violence of
3,1,violence of europe
3,1,he drew on
3,1,drew on that
3,1,on that vision
3,1,that vision explicitly
3,1,vision explicitly when
3,1,explicitly when he
3,1,when he envisioned
3,1,he envisioned a
3,1,new political system
3,1,political system expecting
3,1,system expecting that
3,1,expecting that a
3,1,variety of political
3,1,of political expressions
3,1,political expressions would
3,1,expressions would protect
3,1,would protect the
3,1,protect the new
3,1,the new government
3,1,in federalist #51
3,1,federalist #51 he
3,1,#51 he said
3,1,he said in
3,1,said in a
3,1,in a free
3,1,a free government
3,1,free government the
3,1,government the security
3,1,the security for
3,1,security for civil
3,1,for civil rights
3,1,civil rights must
3,1,rights must be
3,1,must be the
3,1,be the same
3,1,the same as
3,1,same as that
3,1,as that for
3,1,that for religious
3,1,for religious rights
3,1,it consists in
3,1,consists in the
3,1,in the one
3,1,the one case
3,1,one case in
3,1,case in the
3,1,multiplicity of interests
3,1,of interests and
3,1,interests and in
3,1,and in the
3,1,in the other
3,1,the other in
3,1,other in the
3,1,multiplicity of sects
3,1,of sects in
3,1,sects in order
3,1,order to make
3,1,to make sure
3,1,make sure men
3,1,sure men had
3,1,men had the
3,1,had the right
3,1,of conscience the
3,1,conscience the first
3,1,first amendment to
3,1,the constitution reads
3,1,constitution reads congress
3,1,reads congress shall
3,1,congress shall make
3,1,shall make no
3,1,exercise thereof in
3,1,thereof in 1802
3,1,in 1802 president
3,1,1802 president thomas
3,1,president thomas jefferson
3,1,thomas jefferson called
3,1,jefferson called this
3,1,called this amendment
3,1,this amendment a
3,1,amendment a wall
3,1,& state in
3,1,state in a
3,1,in a letter
3,1,a letter of
3,1,letter of january
3,1,of january 1
3,1,january 1 1802
3,1,1 1802 he
3,1,1802 he explained
3,1,he explained to
3,1,explained to a
3,1,to a group
3,1,group of baptists
3,1,of baptists from
3,1,baptists from danbury
3,1,from danbury connecticut
3,1,danbury connecticut how
3,1,connecticut how that
3,1,how that principle
3,1,that principle made
3,1,principle made him
3,1,made him refuse
3,1,him refuse to
3,1,refuse to call
3,1,to call for
3,1,call for national
3,1,for national religious
3,1,national religious days
3,1,religious days of
3,1,days of fasting
3,1,of fasting and
3,1,fasting and thanksgiving
3,1,and thanksgiving in
3,1,thanksgiving in his
3,1,in his role
3,1,his role as
3,1,role as head
3,1,as head of
3,1,head of the
3,1,of the government
3,1,like madison he
3,1,madison he maintained
3,1,he maintained that
3,1,maintained that religion
3,1,that religion is
3,1,religion is a
3,1,is a matter
3,1,a matter which
3,1,matter which lies
3,1,which lies solely
3,1,lies solely between
3,1,solely between man
3,1,between man &
3,1,man & his
3,1,& his god
3,1,his god that
3,1,god that he
3,1,that he owes
3,1,he owes account
3,1,owes account to
3,1,account to none
3,1,to none other
3,1,none other for
3,1,other for his
3,1,for his faith
3,1,his faith or
3,1,faith or his
3,1,or his worship
3,1,his worship t]he
3,1,worship t]he legitimate
3,1,t]he legitimate powers
3,1,legitimate powers of
3,1,powers of government
3,1,of government reach
3,1,government reach actions
3,1,reach actions only
3,1,actions only he
3,1,only he wrote
3,1,he wrote and
3,1,wrote and not
3,1,and not religious
3,1,not religious opinions
3,1,religious opinions t]hat
3,1,opinions t]hat act
3,1,t]hat act of
3,1,act of the
3,1,of the whole
3,1,the whole american
3,1,whole american people
3,1,american people which
3,1,people which declared
3,1,which declared that
3,1,declared that their
3,1,that their legislature
3,1,their legislature should
3,1,legislature should make
3,1,should make no
3,1,exercise thereof he
3,1,thereof he wrote
3,1,he wrote built
3,1,wrote built a
3,1,built a wall
3,1,& state it
3,1,state it prevented
3,1,it prevented him
3,1,prevented him even
3,1,him even from
3,1,even from such
3,1,from such religious
3,1,such religious practices
3,1,religious practices as
3,1,practices as declaring
3,1,as declaring a
3,1,declaring a day
3,1,a day of
3,1,day of fasting
3,1,of fasting in
3,1,fasting in times
3,1,times of trouble
3,1,of trouble or
3,1,trouble or thanksgiving
3,1,or thanksgiving in
3,1,thanksgiving in times
3,1,times of triumph
3,1,notes https://www.nbcnews.com/politics/congress/house-gops-israel-aid-bill-adds-268-billion-deficit-budget-office-says-rcna123160 https://www.politico.com/news/2023/11/01/biden-administration-thinks-netanyahu-may-not-last-politically-00124849
3,1,https://www.nbcnews.com/politics/congress/house-gops-israel-aid-bill-adds-268-billion-deficit-budget-office-says-rcna123160 https://www.politico.com/news/2023/11/01/biden-administration-thinks-netanyahu-may-not-last-politically-00124849 https://www.bbc.com/news/world-middle-east-67284694
3,1,https://www.politico.com/news/2023/11/01/biden-administration-thinks-netanyahu-may-not-last-politically-00124849 https://www.bbc.com/news/world-middle-east-67284694 https://www.facebook.com/photo/?fbid=628702608614710&set=a.426385065513133
3,1,https://www.bbc.com/news/world-middle-east-67284694 https://www.facebook.com/photo/?fbid=628702608614710&set=a.426385065513133 https://www.washingtonpost.com/opinions/2023/11/01/mike-johnson-christian-nationalism-guns-political-violence
3,1,https://www.facebook.com/photo/?fbid=628702608614710&set=a.426385065513133 https://www.washingtonpost.com/opinions/2023/11/01/mike-johnson-christian-nationalism-guns-political-violence https://founders.archives.gov/documents/madison/01-01-02-0027
3,1,https://www.washingtonpost.com/opinions/2023/11/01/mike-johnson-christian-nationalism-guns-political-violence https://founders.archives.gov/documents/madison/01-01-02-0027 https://www.archives.gov/founding-docs/virginia-declaration-of-rights
3,1,https://founders.archives.gov/documents/madison/01-01-02-0027 https://www.archives.gov/founding-docs/virginia-declaration-of-rights https://founders.archives.gov/documents/madison/01-08-02-0163#jsmn-01-08-02-0163-fn-0014-ptr
3,1,"https://www.archives.gov/founding-docs/virginia-declaration-of-rights https://founders.archives.gov/documents/madison/01-08-02-0163#jsmn-01-08-02-0163-fn-0014-ptr https://www.loc.gov/loc/lcib/9806/danbury.html#:~:text=the%20unedited%20draft%20of%20the,was%20an%20offense%20to%20republicanism"
3,1,https://www.loc.gov/loc/lcib/9806/danpre.html share for
3,1,share for more
3,1,for more than
3,1,than a week
3,1,a week now
3,1,week now i
3,1,now i have
3,1,i have intended
3,1,have intended to
3,1,intended to write
3,1,to write a
3,1,write a deep
3,1,a deep dive
3,1,deep dive into
3,1,dive into the
3,1,into the right
3,1,right wing moms
3,1,wing moms for
3,1,liberty group that
3,1,group that held
3,1,that held their
3,1,held their joyful
3,1,their joyful warriors
3,1,joyful warriors national
3,1,warriors national summit
3,1,national summit in
3,1,summit in philadelphia
3,1,last week only
3,1,week only to
3,1,only to have
3,1,to have one
3,1,have one thing
3,1,one thing or
3,1,thing or another
3,1,or another that
3,1,another that seemed
3,1,that seemed more
3,1,seemed more important
3,1,more important push
3,1,important push it
3,1,push it off
3,1,it off another
3,1,off another day
3,1,this morning it
3,1,morning it hit
3,1,it hit me
3,1,hit me that
3,1,me that maybe
3,1,that maybe that's
3,1,maybe that's 
3,1,that's  the
3,1, the story
3,1,story that the
3,1,that the reactionary
3,1,the reactionary right
3,1,reactionary right that
3,1,right that has
3,1,that has taken
3,1,has taken so
3,1,taken so much
3,1,so much of
3,1,much of our
3,1,of our oxygen
3,1,our oxygen for
3,1,oxygen for the
3,1,for the past
3,1,the past year
3,1,past year is
3,1,year is losing
3,1,is losing ground
3,1,losing ground to
3,1,ground to the
3,1,to the country's
3,1,the country's new
3,1,country's new forward
3,1,new forward movement
3,1,today the jobs
3,1,the jobs report
3,1,jobs report from
3,1,report from the
3,1,from the bureau
3,1,labor statistics pushed
3,1,statistics pushed ahead
3,1,pushed ahead of
3,1,ahead of them
3,1,of them by
3,1,them by showing
3,1,by showing that
3,1,economy added 209000
3,1,added 209000 jobs
3,1,209000 jobs in
3,1,jobs in june
3,1,the rate of
3,1,rate of job
3,1,job growth is
3,1,growth is slowing
3,1,is slowing but
3,1,slowing but still
3,1,but still strong
3,1,still strong although
3,1,strong although the
3,1,although the economy
3,1,the economy showed
3,1,economy showed that
3,1,showed that the
3,1,that the black
3,1,the black unemployment
3,1,black unemployment rate
3,1,unemployment rate which
3,1,rate which had
3,1,which had been
3,1,had been at
3,1,been at an
3,1,at an all
3,1,an all time
3,1,all time low
3,1,time low climbed
3,1,low climbed from
3,1,climbed from 4.7%
3,1,from 4.7% to
3,1,4.7% to 6%
3,1,since black workers
3,1,black workers historically
3,1,workers historically are
3,1,historically are the
3,1,are the first
3,1,first to lose
3,1,to lose their
3,1,lose their jobs
3,1,their jobs this
3,1,jobs this is
3,1,this is likely
3,1,is likely a
3,1,likely a signal
3,1,a signal that
3,1,signal that the
3,1,that the job
3,1,the job market
3,1,job market is
3,1,market is cooling
3,1,is cooling which
3,1,cooling which should
3,1,which should continue
3,1,should continue to
3,1,continue to slow
3,1,to slow inflation
3,1,in the washington
3,1,"washington post ,"
3,1,"post , jennifer"
3,1,", jennifer rubin"
3,1,jennifer rubin called
3,1,rubin called out
3,1,out the media
3,1,the media outlets
3,1,media outlets so
3,1,outlets so focused
3,1,so focused on
3,1,idea that biden
3,1,that biden would
3,1,biden would mismanage
3,1,would mismanage the
3,1,mismanage the economy
3,1,the economy and
3,1,economy and that
3,1,and that recession
3,1,that recession was
3,1,recession was imminent
3,1,was imminent that
3,1,imminent that they
3,1,that they have
3,1,they have ignored
3,1,have ignored 29
3,1,ignored 29 consecutive
3,1,29 consecutive months
3,1,consecutive months of
3,1,months of job
3,1,job growth inflation
3,1,growth inflation steadily
3,1,inflation steadily declining
3,1,steadily declining durable
3,1,declining durable goods
3,1,durable goods having
3,1,goods having been
3,1,having been up
3,1,been up for
3,1,up for three
3,1,for three consecutive
3,1,three consecutive months
3,1,consecutive months 35000
3,1,months 35000 new
3,1,35000 new infrastructure
3,1,new infrastructure projects
3,1,infrastructure projects an
3,1,projects an extended
3,1,an extended period
3,1,extended period in
3,1,period in which
3,1,in which real
3,1,which real wages
3,1,real wages exceeded
3,1,wages exceeded inflation
3,1,exceeded inflation and
3,1,inflation and outsize
3,1,and outsize gains
3,1,outsize gains for
3,1,gains for lower
3,1,for lower wage
3,1,lower wage earners
3,1,wage earners as
3,1,earners as reporters
3,1,as reporters focused
3,1,reporters focused on
3,1,on the horse
3,1,the horse race
3,1,horse race aspect
3,1,race aspect of
3,1,aspect of politics
3,1,of politics and
3,1,politics and how
3,1,and how voters
3,1,how voters felt
3,1,voters felt about
3,1,felt about issues
3,1,about issues she
3,1,issues she noted
3,1,she noted w]e
3,1,noted w]e have
3,1,w]e have seen
3,1,have seen far
3,1,seen far too
3,1,far too little
3,1,too little coverage
3,1,little coverage of
3,1,coverage of the
3,1,of the economic
3,1,the economic transformation
3,1,economic transformation in
3,1,transformation in little
3,1,in little towns
3,1,little towns rural
3,1,towns rural areas
3,1,rural areas and
3,1,areas and aging
3,1,and aging metro
3,1,aging metro centers
3,1,metro centers brought
3,1,centers brought about
3,1,brought about by
3,1,about by new
3,1,by new investment
3,1,new investment in
3,1,investment in plants
3,1,in plants infrastructure
3,1,plants infrastructure projects
3,1,projects and green
3,1,and green energy
3,1,green energy related
3,1,energy related to
3,1,related to the
3,1,to the chips
3,1,the chips act
3,1,chips act also
3,1,act also of
3,1,also of note
3,1,of note is
3,1,note is that
3,1,is that today
3,1,that today is
3,1,today is treasury
3,1,is treasury secretary
3,1,secretary janet yellen's
3,1,janet yellen's first
3,1,yellen's first day
3,1,first day of
3,1,day of talks
3,1,of talks with
3,1,talks with top
3,1,with top chinese
3,1,top chinese officials
3,1,chinese officials in
3,1,officials in beijing
3,1,in beijing where
3,1,beijing where she
3,1,where she will
3,1,she will also
3,1,will also talk
3,1,also talk to
3,1,talk to us
3,1,to us business
3,1,at stake is
3,1,stake is the
3,1,is the biden
3,1,focus on us
3,1,on us national
3,1,us national security
3,1,national security which
3,1,security which includes
3,1,which includes both
3,1,includes both limiting
3,1,both limiting china's
3,1,limiting china's access
3,1,china's access to
3,1,access to us
3,1,to us technology
3,1,us technology that
3,1,technology that has
3,1,that has military
3,1,has military applications
3,1,military applications and
3,1,applications and bringing
3,1,and bringing supply
3,1,bringing supply chains
3,1,supply chains home
3,1,china interprets these
3,1,interprets these new
3,1,these new limitations
3,1,new limitations as
3,1,limitations as an
3,1,as an attempt
3,1,an attempt to
3,1,attempt to hurt
3,1,to hurt its
3,1,hurt its economy
3,1,yellen is in
3,1,is in beijing
3,1,in beijing to
3,1,beijing to emphasize
3,1,to emphasize that
3,1,emphasize that the
3,1,the us hopes
3,1,us hopes to
3,1,hopes to maintain
3,1,to maintain healthy
3,1,maintain healthy trade
3,1,healthy trade with
3,1,with china but
3,1,china but she
3,1,but she told
3,1,she told chinese
3,1,told chinese premier
3,1,chinese premier li
3,1,premier li qiang
3,1,li qiang the
3,1,qiang the united
3,1,united states will
3,1,states will in
3,1,will in certain
3,1,in certain circumstances
3,1,certain circumstances need
3,1,circumstances need to
3,1,need to pursue
3,1,to pursue targeted
3,1,pursue targeted actions
3,1,targeted actions to
3,1,actions to protect
3,1,to protect its
3,1,protect its national
3,1,its national security
3,1,national security meanwhile
3,1,security meanwhile china's
3,1,meanwhile china's 
3,1,china's  faltering
3,1, faltering economy
3,1,faltering economy has
3,1,economy has led
3,1,has led to
3,1,led to new
3,1,to new rules
3,1,new rules that
3,1,rules that exclude
3,1,that exclude foreign
3,1,exclude foreign companies
3,1,foreign companies leading
3,1,companies leading us
3,1,leading us businesses
3,1,us businesses to
3,1,businesses to reconsider
3,1,to reconsider investments
3,1,reconsider investments there
3,1,chinese leaders have
3,1,leaders have tried
3,1,have tried to
3,1,tried to reassure
3,1,to reassure foreign
3,1,reassure foreign business
3,1,foreign business leaders
3,1,business leaders that
3,1,leaders that they
3,1,they are welcome
3,1,are welcome in
3,1,welcome in china
3,1,in china while
3,1,china while yellen
3,1,while yellen told
3,1,yellen told us
3,1,told us business
3,1,business leaders i
3,1,leaders i have
3,1,i have made
3,1,have made clear
3,1,made clear that
3,1,that the united
3,1,united states does
3,1,states does not
3,1,does not seek
3,1,not seek a
3,1,seek a wholesale
3,1,a wholesale separation
3,1,wholesale separation of
3,1,separation of our
3,1,of our economies
3,1,we seek to
3,1,seek to diversify
3,1,to diversify not
3,1,diversify not to
3,1,not to decouple
3,1,a decoupling of
3,1,decoupling of the
3,1,the world's two
3,1,world's two largest
3,1,two largest economies
3,1,largest economies would
3,1,economies would be
3,1,would be destabilizing
3,1,be destabilizing for
3,1,destabilizing for the
3,1,for the global
3,1,global economy and
3,1,economy and it
3,1,and it would
3,1,would be virtually
3,1,be virtually impossible
3,1,virtually impossible to
3,1,impossible to undertake
3,1,to undertake the
3,1,undertake the success
3,1,the success of
3,1,success of biden's
3,1,of biden's policies
3,1,biden's policies both
3,1,policies both at
3,1,and abroad has
3,1,abroad has pushed
3,1,has pushed the
3,1,pushed the republican
3,1,republican party into
3,1,party into an
3,1,into an existential
3,1,an existential crisis
3,1,existential crisis and
3,1,crisis and that's
3,1,and that's 
3,1,that's  where
3,1, where moms
3,1,where moms for
3,1,for liberty fits
3,1,liberty fits in
3,1,since the years
3,1,the years of
3,1,years of the
3,1,of the reagan
3,1,the reagan administration
3,1,reagan administration the
3,1,administration the movement
3,1,the movement conservatives
3,1,movement conservatives who
3,1,conservatives who wanted
3,1,who wanted to
3,1,wanted to destroy
3,1,destroy the new
3,1,new deal state
3,1,deal state recognized
3,1,state recognized that
3,1,recognized that they
3,1,that they only
3,1,they only way
3,1,only way they
3,1,way they could
3,1,they could win
3,1,could win voters
3,1,win voters to
3,1,voters to slash
3,1,to slash taxes
3,1,slash taxes for
3,1,taxes for the
3,1,wealthy and cut
3,1,and cut back
3,1,cut back popular
3,1,back popular social
3,1,popular social problems
3,1,social problems was
3,1,problems was by
3,1,was by whipping
3,1,by whipping up
3,1,whipping up social
3,1,up social issues
3,1,social issues to
3,1,issues to convince
3,1,to convince voters
3,1,convince voters that
3,1,voters that black
3,1,that black americans
3,1,black americans or
3,1,americans or people
3,1,of color or
3,1,color or feminists
3,1,or feminists wanted
3,1,feminists wanted a
3,1,wanted a handout
3,1,a handout from
3,1,handout from the
3,1,from the government
3,1,the government undermining
3,1,government undermining america
3,1,undermining america by
3,1,america by ushering
3,1,by ushering in
3,1,ushering in socialism
3,1,in socialism the
3,1,socialism the forty
3,1,the forty years
3,1,forty years from
3,1,years from 1981
3,1,from 1981 to
3,1,1981 to 2021
3,1,to 2021 moved
3,1,2021 moved wealth
3,1,moved wealth upward
3,1,wealth upward dramatically
3,1,upward dramatically and
3,1,dramatically and hollowed
3,1,and hollowed out
3,1,hollowed out the
3,1,middle class creating
3,1,class creating a
3,1,creating a disaffected
3,1,a disaffected population
3,1,disaffected population ripe
3,1,population ripe for
3,1,ripe for an
3,1,for an authoritarian
3,1,an authoritarian figure
3,1,authoritarian figure who
3,1,figure who promised
3,1,who promised to
3,1,promised to return
3,1,to return that
3,1,return that population
3,1,that population to
3,1,population to upward
3,1,to upward mobility
3,1,upward mobility by
3,1,mobility by taking
3,1,by taking revenge
3,1,taking revenge on
3,1,on those they
3,1,those they now
3,1,they now saw
3,1,now saw as
3,1,saw as their
3,1,as their enemies
3,1,their enemies in
3,1,enemies in the
3,1,the past two
3,1,past two years
3,1,two years according
3,1,years according to
3,1,according to a
3,1,to a recent
3,1,a recent working
3,1,recent working paper
3,1,working paper by
3,1,paper by economists
3,1,by economists david
3,1,economists david autor
3,1,david autor arindrajit
3,1,autor arindrajit dube
3,1,arindrajit dube and
3,1,dube and annie
3,1,and annie mcgrew
3,1,annie mcgrew biden's
3,1,mcgrew biden's policies
3,1,biden's policies have
3,1,policies have wiped
3,1,have wiped out
3,1,wiped out a
3,1,out a quarter
3,1,a quarter of
3,1,quarter of the
3,1,of the inequality
3,1,the inequality built
3,1,inequality built in
3,1,built in the
3,1,in the previous
3,1,the previous forty
3,1,and at the
3,1,same time that
3,1,time that biden's
3,1,that biden's resurrection
3,1,biden's resurrection of
3,1,resurrection of the
3,1,of the liberal
3,1,the liberal consensus
3,1,liberal consensus of
3,1,consensus of the
3,1,of the years
3,1,the years from
3,1,years from 1933
3,1,from 1933 to
3,1,1933 to 1980
3,1,to 1980 is
3,1,1980 is illustrating
3,1,is illustrating that
3,1,illustrating that the
3,1,that the economic
3,1,the economic problems
3,1,economic problems in
3,1,problems in the
3,1,in the country
3,1,the country were
3,1,country were the
3,1,were the fault
3,1,the fault of
3,1,fault of republican
3,1,of republican policies
3,1,republican policies rather
3,1,policies rather than
3,1,rather than of
3,1,than of marginalized
3,1,of marginalized people
3,1,marginalized people the
3,1,people the extremism
3,1,the extremism of
3,1,extremism of those
3,1,of those angry
3,1,those angry republican
3,1,angry republican footsoldiers
3,1,republican footsoldiers is
3,1,footsoldiers is revealing
3,1,is revealing that
3,1,revealing that they
3,1,they are not
3,1,not the centrist
3,1,the centrist americans
3,1,centrist americans they
3,1,americans they have
3,1,they have claimed
3,1,have claimed to
3,1,claimed to be
3,1,for liberty which
3,1,liberty which bills
3,1,which bills itself
3,1,bills itself as
3,1,itself as a
3,1,a group protecting
3,1,group protecting children
3,1,protecting children organized
3,1,children organized in
3,1,organized in 2021
3,1,2021 to protest
3,1,to protest mask
3,1,protest mask mandates
3,1,mask mandates in
3,1,mandates in schools
3,1,in schools then
3,1,schools then graduated
3,1,then graduated on
3,1,graduated on to
3,1,on to crusade
3,1,to crusade against
3,1,crusade against the
3,1,against the teaching
3,1,the teaching of
3,1,teaching of critical
3,1,of critical race
3,1,critical race theory
3,1,race theory that
3,1,theory that right
3,1,that right there
3,1,right there was
3,1,there was a
3,1,was a giveaway
3,1,a giveaway because
3,1,giveaway because that
3,1,because that panic
3,1,that panic was
3,1,panic was created
3,1,was created by
3,1,created by then
3,1,by then journalist
3,1,then journalist christopher
3,1,journalist christopher rufo
3,1,christopher rufo who
3,1,rufo who has
3,1,who has emerged
3,1,has emerged as
3,1,emerged as a
3,1,as a leader
3,1,a leader of
3,1,the us attack
3,1,us attack on
3,1,attack on democracy
3,1,rufo embraces the
3,1,embraces the illiberal
3,1,the illiberal democracy
3,1,christian democracy of
3,1,democracy of hungarian
3,1,of hungarian prime
3,1,hungarian prime minister
3,1,viktor orban saying
3,1,orban saying it's
3,1,saying it's 
3,1,it's  time
3,1, time to
3,1,time to clean
3,1,to clean house
3,1,clean house in
3,1,house in america
3,1,in america remove
3,1,america remove the
3,1,remove the attorney
3,1,the attorney general
3,1,attorney general lay
3,1,general lay siege
3,1,lay siege to
3,1,siege to the
3,1,to the universities
3,1,the universities abolish
3,1,universities abolish the
3,1,abolish the teachers
3,1,the teachers unions
3,1,teachers unions and
3,1,unions and overturn
3,1,and overturn the
3,1,overturn the school
3,1,the school boards
3,1,school boards radical
3,1,boards radical right
3,1,radical right activists
3,1,right activists like
3,1,activists like rufo
3,1,like rufo believe
3,1,rufo believe they
3,1,believe they must
3,1,they must capture
3,1,must capture the
3,1,capture the central
3,1,the central institutions
3,1,central institutions of
3,1,institutions of the
3,1,us and get
3,1,and get rid
3,1,get rid of
3,1,rid of the
3,1,of the tenets
3,1,the tenets of
3,1,tenets of democracy
3,1,of democracy individual
3,1,democracy individual rights
3,1,individual rights academic
3,1,rights academic freedom
3,1,academic freedom free
3,1,freedom free markets
3,1,free markets separation
3,1,markets separation of
3,1,and state equality
3,1,state equality before
3,1,equality before the
3,1,the law in
3,1,law in order
3,1,order to save
3,1,to save the
